,id,name,absolute_magnitude_h,kilometers estimated_diameter_max,is_potentially_hazardous_asteroid,close_approach_date,relative_velocity kilometers_per_second,miss_distance kilometers,orbiting_body
19,54466137,(2024 PT5),27.42,0.019500241,False,2025-01-09,1.025328652,1800563.134794844,Earth
20,54500496,(2024 WS2),22.68,0.1729975604,False,2025-01-09,13.0240937092,25225166.091300844,Earth
21,54512612,(2024 YW9),26.246,0.033484204,False,2025-01-09,7.8247946491,1041282.960355529,Earth
22,54513044,(2024 YD13),25.863,0.0399429355,False,2025-01-09,7.2677167055,5603721.432538041,Earth
23,2000887,887 Alinda (A918 AA),13.84,10.1400472517,False,2025-01-08,8.248698967,12296605.670910201,Earth
24,2451003,451003 (2008 UD1),19.52,0.7413784854,True,2025-01-08,14.1497492251,26800560.511046275,Earth
25,3485264,(2010 AL30),27.2,0.0215794305,False,2025-01-08,13.5818178365,19541496.475318681,Earth
26,3576469,(2011 QS2),20.71,0.428587972,False,2025-01-08,9.8485536202,45016913.713260997,Earth
27,3692560,(2014 TU),25.09,0.0570216761,False,2025-01-08,7.0312838109,45581702.564580958,Earth
28,3837605,(2019 AE3),27.4,0.0196806745,False,2025-01-08,9.0801480023,40671208.925107309,Earth
29,3837820,(2019 AK10),20.87,0.3981438198,False,2025-01-08,25.685082806,46228387.61792882,Earth
30,3893856,(2019 XL),26.6,0.0284472297,False,2025-01-08,16.8547879585,46538177.43028861,Earth
31,54051133,(2020 PP5),19.12,0.8913329856,False,2025-01-08,35.2242519185,73850570.014342492,Earth
32,54104252,(2021 AL),24.7,0.0682401509,False,2025-01-08,15.5618664057,36464891.712969529,Earth
33,54104549,(2021 AN1),26.86,0.0252371308,False,2025-01-08,9.2473780111,18530659.897862357,Earth
34,54104723,(2021 AF2),25.3,0.0517654482,False,2025-01-08,8.6110621832,23597208.156123715,Earth
35,54225011,(2021 VH35),23.34,0.1276556316,False,2025-01-08,3.3035745717,62769908.890686342,Earth
36,54305021,(2022 SK2),26.5,0.0297879063,False,2025-01-08,21.2500806992,15260823.736267581,Earth
37,54329646,(2022 WD7),22.43,0.1941064553,False,2025-01-08,13.101129605,59133620.748777392,Earth
38,54384198,(2023 RA16),24.41,0.0779901901,False,2025-01-08,15.6599924667,68578044.084106375,Earth
39,54419694,(2024 AP2),24.63,0.0704757942,False,2025-01-08,14.2152333927,45297049.487840037,Earth
40,54421395,(2024 BM1),26.04,0.0368162863,False,2025-01-08,9.0808381958,4409704.357636897,Earth
41,54512616,(2024 YA10),26.173,0.0346290023,False,2025-01-08,11.9510765125,3391681.981133206,Earth
42,54513653,(2025 AD),23.901,0.0985916146,False,2025-01-08,12.5343475828,21299812.109480648,Earth
43,54514035,(2025 AT),25.752,0.0420377999,False,2025-01-08,8.4146669385,11856715.03406815,Earth
44,2226514,226514 (2003 UX34),20.2,0.5420507863,True,2025-01-07,16.5489948762,18491513.650833302,Earth
45,2438017,438017 (2003 YO3),18.59,1.1377320144,False,2025-01-07,15.2767515162,12136340.455513685,Earth
46,2481442,481442 (2006 WO3),21.58,0.2871044863,False,2025-01-07,21.6488761177,58239736.599652437,Earth
47,3485806,(2010 AL60),22.4,0.1968067451,False,2025-01-07,8.9892887942,9414485.52534863,Earth
48,3723888,(2015 NU2),20.91,0.3908768761,True,2025-01-07,19.1336306591,73466998.517538915,Earth
49,3771633,(2017 FZ2),26.6,0.0284472297,False,2025-01-07,7.6348283529,43675472.560049036,Earth
50,3792462,(2017 YD),25.5,0.0472106499,False,2025-01-07,4.9143049327,10536583.499046209,Earth
51,3837883,(2019 AO12),25.6,0.0450858206,False,2025-01-07,24.2782093228,72072116.412508345,Earth
52,3842657,(2019 KJ4),27.4,0.0196806745,False,2025-01-07,9.5250407801,49392413.894222798,Earth
53,54340445,(2023 BO8),26.66,0.0276719637,False,2025-01-07,14.959320276,44602775.422232652,Earth
54,54509167,(2024 YH4),22.557,0.1830796101,False,2025-01-07,22.5099210873,13059866.719469151,Earth
55,54509629,(2024 YZ4),21.685,0.2735520532,False,2025-01-07,27.6437185619,19239009.477460172,Earth
56,54512615,(2024 YZ9),25.126,0.0560841289,False,2025-01-07,8.5342378924,3620695.929913525,Earth
57,54513036,(2024 YW12),23.561,0.1153028332,False,2025-01-07,13.6587433129,14908993.930480391,Earth
58,3704144,(2015 AC246),23.4,0.1241766613,False,2025-01-06,6.0620992868,52820770.795492233,Earth
59,3781585,(2017 SK2),23.2,0.1361570015,False,2025-01-06,5.35362664,66024505.621982727,Earth
60,3785681,(2017 TU1),26.2,0.0342010925,False,2025-01-06,14.8116606962,67762561.052052937,Earth
61,3843671,(2019 QY4),27.6,0.0179489885,False,2025-01-06,18.2049798985,52117749.562908504,Earth
62,3989263,(2020 BP11),26.8,0.0259441818,False,2025-01-06,15.7678897551,35406461.066845676,Earth
63,54269715,(2022 GE3),23.14,0.1399716167,False,2025-01-06,7.9607072171,24683064.190800206,Earth
64,54293876,(2020 AQ24),24.98,0.0599846292,False,2025-01-06,19.8684089759,48896961.187282982,Earth
65,54503221,(2024 XR4),22.93,0.154184238,False,2025-01-06,7.2443841862,23938230.009476376,Earth
66,54509100,(2024 YW3),25.161,0.0551874057,False,2025-01-06,12.2596614281,2156544.131876664,Earth
67,54514247,(2024 YY21),26.814,0.0257774515,False,2025-01-06,5.2272161774,5560416.813516596,Earth
68,3740934,(2016 BD15),21.2,0.3420109247,True,2025-01-05,25.9398250191,71450808.498556442,Earth
69,3753595,(2016 KO),26.5,0.0297879063,False,2025-01-05,15.3644012418,63031190.875628856,Earth
70,3989144,(2020 BC6),20.78,0.4149922428,True,2025-01-05,22.1829634595,3683363.285485023,Earth
71,54016969,(2020 JR),25.1,0.0567596853,False,2025-01-05,17.1434128424,47817840.018794317,Earth
72,54053914,(2020 QL7),22.1,0.2259643771,False,2025-01-05,23.726465753,68891337.523460926,Earth
73,54091635,(2020 WR1),24.45,0.0765667087,False,2025-01-05,22.9134713332,71002234.961982999,Earth
74,54186208,(2021 PB23),25.58,0.0455029946,False,2025-01-05,7.7322038379,72030480.991560573,Earth
75,54509098,(2024 YT3),26.476,0.0301189605,False,2025-01-05,7.0691275737,4148544.30991822,Earth
76,54514251,(2025 AJ1),23.469,0.1202928955,False,2025-01-05,11.2830472801,23525684.083055672,Earth
77,54514895,(2025 AY1),23.214,0.1352819886,False,2025-01-05,16.7108957189,13781825.441697671,Earth
78,54515312,(2025 AG3),28.266,0.0132080888,False,2025-01-05,7.4557831385,2096621.912179453,Earth
79,3558373,(2011 EB7),21.03,0.3698622257,False,2025-01-04,13.1538227026,55702115.306017428,Earth
80,3879137,(2019 TK6),22.64,0.1762138252,False,2025-01-04,10.4616436925,40607718.033261461,Earth
81,54054327,(2020 RV6),24.8,0.0651688382,False,2025-01-04,13.4665770199,58565088.345398764,Earth
82,54105109,(2021 AO4),27.64,0.0176213825,False,2025-01-04,15.116292581,2640732.672717599,Earth
83,54209222,(2021 TK13),25.4,0.0494356193,False,2025-01-04,4.2041819764,21922798.601292673,Earth
84,54415867,(2023 XU7),24.91,0.06194981,False,2025-01-04,14.3078893462,49287093.762428806,Earth
85,54508752,(2024 YU1),25.237,0.0532892955,False,2025-01-04,7.3107300689,2248955.134353042,Earth
86,54511083,(2024 YL7),25.355,0.0504707756,False,2025-01-04,7.2714169311,4879240.131186433,Earth
87,54512613,(2024 YX9),26.852,0.0253302793,False,2025-01-04,11.2058479342,2195623.733054634,Earth
88,54513046,(2024 YG13),27.017,0.0234768583,False,2025-01-04,11.7976038512,740234.749931319,Earth
89,54514253,(2025 AL1),22.465,0.1910029077,False,2025-01-04,17.63993745,12971491.403771976,Earth
90,54514896,(2025 AZ1),27.519,0.0186311636,False,2025-01-04,13.8758628752,2609350.809457923,Earth
91,54514899,(2025 AC2),25.398,0.0494811721,False,2025-01-04,6.3277171435,3599473.258005549,Earth
92,2086878,86878 (2000 HD24),17.67,1.7379608086,False,2025-01-03,22.2398351744,70423538.370683813,Earth
93,3406340,(2008 EM85),19.72,0.6761452148,False,2025-01-03,20.5124196451,61062149.288218969,Earth
94,3553148,(2010 XB11),19.73,0.6730386097,False,2025-01-03,18.9393769346,19016202.793099763,Earth
95,3645041,(2013 NC15),22.14,0.2218400624,False,2025-01-03,12.0604970908,25616443.389347908,Earth
96,3647191,(2013 RT9),26.5,0.0297879063,False,2025-01-03,4.5094400585,36530806.763499792,Earth
97,3837864,(2019 AS11),26.8,0.0259441818,False,2025-01-03,11.8634390203,48375536.345338856,Earth
98,3843735,(2019 QL7),26.65,0.0277996916,False,2025-01-03,8.5809752089,58599408.624980767,Earth
99,54016994,(2020 JH1),24.9,0.0622357573,False,2025-01-03,7.5364491932,62796481.541460406,Earth
100,54053733,(2020 RL),25.1,0.0567596853,False,2025-01-03,8.7686642999,40923341.609039132,Earth
101,54279762,(2022 KA),25.15,0.0554676771,False,2025-01-03,6.0043563141,37624380.971163619,Earth
102,54336914,(2022 YS5),24.84,0.0639793729,False,2025-01-03,6.2612116938,16708864.457056709,Earth
103,54349273,(2023 EY2),19.75,0.6668681546,False,2025-01-03,18.7768132046,31394178.425610566,Earth
104,54507938,(2024 YL1),27.334,0.0202880347,False,2025-01-03,4.783632141,2356964.228021136,Earth
105,54508760,(2024 YE2),25.186,0.0545556807,False,2025-01-03,7.5259736958,22520907.460996669,Earth
106,54511958,(2024 YC9),27.014,0.0235093152,False,2025-01-03,8.6928002296,1306479.33812425,Earth
107,54513047,(2025 AB),27.111,0.0224822607,False,2025-01-03,11.5602531925,153127.347506697,Earth
108,54513657,(2025 AE),25.732,0.0424267709,False,2025-01-03,16.7397332446,6286120.134988873,Earth
109,54514029,(2025 AO),28.756,0.0105399847,False,2025-01-03,9.8164056072,459327.199940949,Earth
110,54514893,(2025 AX1),26.78,0.0261842403,False,2025-01-03,14.6021228615,1091513.33244692,Earth
111,54515071,(2025 AN2),27.018,0.0234660493,False,2025-01-03,8.4882694798,706136.593266692,Earth
112,54515308,(2025 AC3),25.654,0.0439784561,False,2025-01-03,7.1382483348,7831045.343200137,Earth
